+ACI-id+ACI-,+ACI-product+AF8-text+ACI-,+ACI-retailer+ACI-,+ACI-category+ACI-
15453,+ACI-BALANCEE+ACI-,+ACI-Kroger+ACI-,
15454,+ACI-KKROGER SOUP C+ACI-,+ACI-Kroger+ACI-,
15455,+ACI-ALTOIDS PEPPERMINTPC+ACI-,+ACI-Kroger+ACI-,
15456,+ACI-SBLANCE+ACI-,+ACI-Kroger+ACI-,
15457,+ACI-MENN DOEPORANT+ACI-,+ACI-Kroger+ACI-,
15458,+ACI-GDKNW BAR+ACI-,+ACI-Kroger+ACI-,
15459,+ACI-KRO FRUIIT SNACK+ACI-,+ACI-Kroger+ACI-,
15460,+ACI-KRO BUITER+ACI-,+ACI-Kroger+ACI-,
15461,+ACI-LIPTON BERRY HIBIS+ACI-,+ACI-Publix+ACI-,
15462,+ACI-FSELBBY SPRING MX+ACI-,+ACI-Kroger+ACI-,
15463,+ACI-KKRO CHL SSN+ACI-,+ACI-Kroger+ACI-,
15464,+ACI-CHLI SCE+ACI-,+ACI-Kroger+ACI-,
15465,+ACI-HNYS TURKEY PPC+ACI-,+ACI-Kroger+ACI-,
15466,+ACI-PLNTR CASHEW+ACI-,+ACI-Kroger+ACI-,
15467,+ACI-VISIIT WWW+ACI-,+ACI-Kroger+ACI-,
15468,+ACI-LIMIN ONE+ACI-,+ACI-Kroger+ACI-,
15469,+ACI-KKRO PINTO BEANS+ACI-,+ACI-Kroger+ACI-,
15470,+ACI-PPUBLIX ORG TPASTE+ACI-,+ACI-Publix+ACI-,
15471,+ACI-KKRO VIITDD WHL MILKPC+ACI-,+ACI-Kroger+ACI-,
15472,+ACI-RUIT+ACI-,+ACI-Kroger+ACI-,
15473,+ACI-WT KALE ORGANIC+ACI-,+ACI-Kroger+ACI-,
15474,+ACI-YAKISOBA FOUR CHEE+ACI-,+ACI-Kroger+ACI-,
15475,+ACI-CRPK APPLES PPC+ACI-,+ACI-Kroger+ACI-,
15476,+ACI-DIETCOKE PPC+ACI-,+ACI-Kroger+ACI-,
15477,+ACI-ANISE ORG+ACI-,+ACI-Kroger+ACI-,
15478,+ACI-IAMS CAT F00D PPC+ACI-,+ACI-Kroger+ACI-,
15479,+ACI-BOCA BURGER+ACI-,+ACI-Kroger+ACI-,
15480,+ACI-KNR SIDE CHED BROC+ACI-,+ACI-Kroger+ACI-,
15481,+ACI-UCK ROAST+ACI-,+ACI-Kroger+ACI-,
15482,+ACI-IETMTN DEW+ACI-,+ACI-Kroger+ACI-,
15483,+ACI-0 SOURCRM+ACI-,+ACI-Kroger+ACI-,
15484,+ACI-KNORR RICE PILAF+ACI-,+ACI-Publix+ACI-,
15485,+ACI-SNLK SAUCE+ACI-,+ACI-Kroger+ACI-,
15486,+ACI-EFFECTIVE AUGST+ACI-,+ACI-Kroger+ACI-,
15487,+ACI-EMPL0YEE DISC+ACI-,+ACI-Kroger+ACI-,
15488,+ACI-MICHAUTHENTICO+ACI-,+ACI-Publix+ACI-,
15489,+ACI-ECPN DOLEFRT BOWL+ACI-,+ACI-Kroger+ACI-,
15490,+ACI-JUST FOR MEN+ACI-,+ACI-Publix+ACI-,
15491,+ACI-WT BANANAS 7+ACI-,+ACI-Kroger+ACI-,
15492,+ACI-0 WTR ENHN+ACI-,+ACI-Kroger+ACI-,
15493,+ACI-SHRED CHEESEEPPC+ACI-,+ACI-Kroger+ACI-,
15494,+ACI-G G MUSHROOMS+ACI-,+ACI-Publix+ACI-,
15495,+ACI-BBKRY TRTLLA PPC+ACI-,+ACI-Kroger+ACI-,
15496,+ACI-1 2 0R 400+ACI-,+ACI-Publix+ACI-,
15497,+ACI-DDRNK MX+ACI-,+ACI-Kroger+ACI-,
15498,+ACI-DEBIT 6+ACI-,+ACI-Kroger+ACI-,
15499,+ACI-CGAP HAM HLF+ACI-,+ACI-Kroger+ACI-,
15500,+ACI-BBORAX BLEACH+ACI-,+ACI-Kroger+ACI-,
15501,+ACI-PUBCCANNELLINIBEA+ACI-,+ACI-Kroger+ACI-,
15502,+ACI-KKRO VIITDD WHLMILKPC+ACI-,+ACI-Kroger+ACI-,
15503,+ACI-WELCH FRTSPREAD+ACI-,+ACI-Kroger+ACI-,
15504,+ACI-REM+ACI-,+ACI-Kroger+ACI-,
15505,+ACI-PRCMOTION+ACI-,+ACI-Publix+ACI-,
15506,+ACI-PRSL SEA SALT+ACI-,+ACI-Kroger+ACI-,
15507,+ACI-ECPN OXICLEAN+ACI-,+ACI-Kroger+ACI-,
15508,+ACI-OEER SAVNGS+ACI-,+ACI-Kroger+ACI-,
15509,+ACI-LEISURE WAY PLATES+ACI-,+ACI-Publix+ACI-,
15510,+ACI-PPUBLIXTACO SEASON+ACI-,+ACI-Publix+ACI-,
15511,+ACI-KKRO PARSLEY+ACI-,+ACI-Kroger+ACI-,
15512,+ACI-LUC COTTAGE CHSE+ACI-,+ACI-Safeway+ACI-,
15513,+ACI-CHOBANI YOG 100+ACI-,+ACI-Kroger+ACI-,
15514,+ACI-077 LB+ACI-,+ACI-Kroger+ACI-,
15515,+ACI-LIIMIITONE 50 FUEL PTBONUS PER 7+ACI-,+ACI-Kroger+ACI-,
15516,+ACI-COTTWIPES TUB+ACI-,+ACI-Kroger+ACI-,
15517,+ACI-KKRO LASAGNA PASTA+ACI-,+ACI-Kroger+ACI-,
15518,+ACI-IONS WHITE+ACI-,+ACI-Kroger+ACI-,
15519,+ACI-BBRDGFRD PEPP+ACI-,+ACI-Kroger+ACI-,
15520,+ACI-KMFG CPN AVINGS+ACI-,+ACI-Kroger+ACI-,
15521,+ACI-HEATHBR CKIE 13CT+ACI-,+ACI-Publix+ACI-,
15522,+ACI-KKRO SPRK WTR PPC+ACI-,+ACI-Kroger+ACI-,
15523,+ACI-PBX PS GENOA SLMI+ACI-,+ACI-Publix+ACI-,
15524,+ACI-ITALIAN PARSLEY+ACI-,+ACI-Safeway+ACI-,
15525,+ACI-LUOV+ACI-,+ACI-Kroger+ACI-,
15526,+ACI-HZLNT SPREAD+ACI-,+ACI-Kroger+ACI-,
15527,+ACI-BBIG K COLAA PPC+ACI-,+ACI-Kroger+ACI-,
15528,+ACI-STOMINTORGNC+ACI-,+ACI-Kroger+ACI-,
15529,+ACI-RONZ ANGEL HAIR+ACI-,+ACI-Kroger+ACI-,
15530,+ACI-BBFORSTGUMMY BEARSPC+ACI-,+ACI-Kroger+ACI-,
15531,+ACI-TRDWND TEA PPC+ACI-,+ACI-Kroger+ACI-,
15532,+ACI-LIMIT 0E+ACI-,+ACI-Kroger+ACI-,
15533,+ACI-PB CUP+ACI-,+ACI-Kroger+ACI-,
15534,+ACI-KKROGER PLUS CUSTOMR+ACI-,+ACI-Kroger+ACI-,
15535,+ACI-MG CN SAVINS+ACI-,+ACI-Kroger+ACI-,
15536,+ACI-L DUE+ACI-,+ACI-Kroger+ACI-,
15537,+ACI-ANTMBBUNS+ACI-,+ACI-Kroger+ACI-,
15538,+ACI-ERTHBSTPOUCHH+ACI-,+ACI-Kroger+ACI-,
15539,+ACI-TYSONBREAST+ACI-,+ACI-Kroger+ACI-,
15540,+ACI-IVORY BAR SOAP+ACI-,+ACI-Kroger+ACI-,
15541,+ACI-STCKY FNGR ORG SCE+ACI-,+ACI-Kroger+ACI-,
15542,+ACI-TMXD VEGTBL+ACI-,+ACI-Kroger+ACI-,
15543,+ACI-SC SODA 2 LITERS 1+ACI-,+ACI-Kroger+ACI-,
15544,+ACI-LBCCHOC CHIP MUFF+ACI-,+ACI-Publix+ACI-,
15545,+ACI-GRDLF SALAD+ACI-,+ACI-Kroger+ACI-,
15546,+ACI-T RICE+ACI-,+ACI-Kroger+ACI-,
15547,+ACI-2 FOR 3399+ACI-,+ACI-Publix+ACI-,
15548,+ACI-MYR HAM+ACI-,+ACI-Kroger+ACI-,
15549,+ACI-BHHMAPLE HONEY TUR+ACI-,+ACI-Kroger+ACI-,
15550,+ACI-BBUMBLEEBEE 4FPK+ACI-,+ACI-Publix+ACI-,
15551,+ACI-REDEM 100PTS 0+ACI-,+ACI-Kroger+ACI-,
15552,+ACI-CAT CHOW INDOOR+ACI-,+ACI-Publix+ACI-,
15553,+ACI-L HRD SLM+ACI-,+ACI-Kroger+ACI-,
15554,+ACI-OLG PLUS TTHBRUSHPC+ACI-,+ACI-Kroger+ACI-,
15555,+ACI-PPLAYTEX TAMPONS+ACI-,+ACI-Kroger+ACI-,
15556,+ACI-TROLLI CANDY PPC+ACI-,+ACI-Kroger+ACI-,
15557,+ACI-PARTICIPATING SHELLLS+ACI-,+ACI-Kroger+ACI-,
15558,+ACI-PURCASE+ACI-,+ACI-Kroger+ACI-,
15559,+ACI-QLTN ULT PLSH TP PPC+ACI-,+ACI-Kroger+ACI-,
15560,+ACI-BBH ITALIAN WHL SUB+ACI-,+ACI-Publix+ACI-,
15561,+ACI-TXTSTCCHZGRLC+ACI-,+ACI-Publix+ACI-,
15562,+ACI-LEEKS+ACI-,+ACI-Kroger+ACI-,
15563,+ACI-KKRO SMORES+ACI-,+ACI-Kroger+ACI-,
15564,+ACI-S CHICKEN+ACI-,+ACI-Kroger+ACI-,
15565,+ACI-BBRWNY SPARKLE+ACI-,+ACI-Kroger+ACI-,
15566,+ACI-SAVE U 0+ACI-,+ACI-Kroger+ACI-,
15567,+ACI-MEGA EVENT SAVNGS+ACI-,+ACI-Kroger+ACI-,
15568,+ACI-MHTMARRICE+ACI-,+ACI-Kroger+ACI-,
15569,+ACI-OGER AVINGS+ACI-,+ACI-Kroger+ACI-,
15570,+ACI-DNT HOLE+ACI-,+ACI-Kroger+ACI-,
15571,+ACI-PC KRO HTDG BUN+ACI-,+ACI-Kroger+ACI-,
15572,+ACI-WT CABBAGE NAPPA+ACI-,+ACI-Kroger+ACI-,
15573,+ACI-BARNUM ANIMAL CRKR+ACI-,+ACI-Kroger+ACI-,
15574,+ACI-ROSCATO DULCE+ACI-,+ACI-Kroger+ACI-,
15575,+ACI-LRG EGG C+ACI-,+ACI-Kroger+ACI-,
15576,+ACI-SAN PEL WATER PPC+ACI-,+ACI-Kroger+ACI-,
15577,+ACI-SAVE 150 GRD BEEF+ACI-,+ACI-Kroger+ACI-,
15578,+ACI-STO HLFHLF+ACI-,+ACI-Publix+ACI-,
15579,+ACI-ROAST BF+ACI-,+ACI-Kroger+ACI-,
15580,+ACI-CHEEZITCCRACKERS PPC+ACI-,+ACI-Kroger+ACI-,
15581,+ACI-PUB STRAWAPL SCE+ACI-,+ACI-Publix+ACI-,
15582,+ACI-KKRO ELBOWMMAC+ACI-,+ACI-Kroger+ACI-,
15583,+ACI-ETTE SHV GEL+ACI-,+ACI-Kroger+ACI-,
15584,+ACI-KKRO WALNUT+ACI-,+ACI-Kroger+ACI-,
15585,+ACI-WT WHITE WHL MUSHROOM+ACI-,+ACI-Safeway+ACI-,
15586,+ACI-PUB BALSMC VNGR+ACI-,+ACI-Publix+ACI-,
15587,+ACI-ECPN CHEERI+ACI-,+ACI-Kroger+ACI-,
15588,+ACI-RANA TORTELLONI+ACI-,+ACI-Kroger+ACI-,
15589,+ACI-COTT WIPES TUB+ACI-,+ACI-Kroger+ACI-,
15590,+ACI-APPLES MCINTOSHH+ACI-,+ACI-Kroger+ACI-,
15591,+ACI-PSST CHICKEN PATTY+ACI-,+ACI-Kroger+ACI-,
15592,+ACI-SODA 2 LITER 55+ACI-,+ACI-Kroger+ACI-,
15593,+ACI-CHZ CURLS+ACI-,+ACI-Kroger+ACI-,
15594,+ACI-C SMRTWTR+ACI-,+ACI-Kroger+ACI-,
15595,+ACI-MFG CPN SVINS+ACI-,+ACI-Kroger+ACI-,
15596,+ACI-CRYSTAL BAY CF CHY+ACI-,+ACI-Publix+ACI-,
15597,+ACI-SHBA CATFOOD+ACI-,+ACI-Kroger+ACI-,
15598,+ACI-TAMPICO PNCH+ACI-,+ACI-Kroger+ACI-,
15599,+ACI-FRICH MOZZ BITES+ACI-,+ACI-Publix+ACI-,
15600,+ACI-GGARLIC BAG+ACI-,+ACI-Publix+ACI-,
15601,+ACI-LIIMITONE 50 FUEL PT BONUS PER 7+ACI-,+ACI-Publix+ACI-,
15602,+ACI-NV PROTEIN OATMEAL+ACI-,+ACI-Publix+ACI-,
15603,+ACI-H OUR LOW+ACI-,+ACI-Kroger+ACI-,
15604,+ACI-THESE POINNTS EXPIIRE+ACI-,+ACI-Kroger+ACI-,
15605,+ACI-L YOGURT+ACI-,+ACI-Kroger+ACI-,
15606,+ACI-TORADE FUEL BAR+ACI-,+ACI-Kroger+ACI-,
15607,+ACI-ORGANIC CILANTRO+ACI-,+ACI-Kroger+ACI-,
15608,+ACI-MAY 2017KC 27 MAY+ACI-,+ACI-Kroger+ACI-,
15609,+ACI-SWANSONBBROTHH+ACI-,+ACI-Kroger+ACI-,
15610,+ACI-KRO CLRY HRTT+ACI-,+ACI-Kroger+ACI-,
15611,+ACI-PHRML PPRONI+ACI-,+ACI-Kroger+ACI-,
15612,+ACI-BH BLCK FOREST HAM+ACI-,+ACI-Kroger+ACI-,
15613,+ACI-N0 WHEATHOTBUN+ACI-,+ACI-Publix+ACI-,
15614,+ACI-TRL MIX+ACI-,+ACI-Kroger+ACI-,
15615,+ACI-EEFFECTIVE AUUST 23+ACI-,+ACI-Publix+ACI-,
15616,+ACI-KRO PREM CHKN BRST+ACI-,+ACI-Kroger+ACI-,
15617,+ACI-NUTCHELLO+ACI-,+ACI-Publix+ACI-,
15618,+ACI-MAHATMA SPANISHRI+ACI-,+ACI-Publix+ACI-,
15619,+ACI-KER RICE CAKES+ACI-,+ACI-Kroger+ACI-,
15620,+ACI-CBADMMINI BFPRVLI+ACI-,+ACI-Kroger+ACI-,
15621,+ACI-DELI STYLE MBL RYE+ACI-,+ACI-Publix+ACI-,
15622,+ACI-HEALTHYLIFEEBREAD+ACI-,+ACI-Kroger+ACI-,
15623,+ACI-KRO CANOLA IL+ACI-,+ACI-Kroger+ACI-,
15624,+ACI-LIMIT ONE 50 FUELPT BNUS PER+ACI-,+ACI-Kroger+ACI-,
15625,+ACI-POMP VINEGAR PPC+ACI-,+ACI-Kroger+ACI-,
15626,+ACI-KRO ON RING+ACI-,+ACI-Kroger+ACI-,
15627,+ACI-KKRO CRANBRY CKTL+ACI-,+ACI-Kroger+ACI-,
15628,+ACI-ALPODOG F00D+ACI-,+ACI-Kroger+ACI-,
15629,+ACI-BBH CHBN CHKN BRST+ACI-,+ACI-Publix+ACI-,
15630,+ACI-CELENTANO SHELLS+ACI-,+ACI-Kroger+ACI-,
15631,+ACI-K DR K+ACI-,+ACI-Kroger+ACI-,
15632,+ACI-STN GRND TRKY PTYSPC+ACI-,+ACI-Kroger+ACI-,
15633,+ACI-KSTAR+ACI-,+ACI-Kroger+ACI-,
15634,+ACI-LLIMITTONE 50+ACI-,+ACI-Kroger+ACI-,
15635,+ACI-WT ONIIONS YELLW+ACI-,+ACI-Kroger+ACI-,
15636,+ACI-POTATOES ENCHANTED+ACI-,+ACI-Publix+ACI-,
15637,+ACI-KRO VITDD WLMILKPC+ACI-,+ACI-Kroger+ACI-,
15638,+ACI-STO MUSHRM PORTBLA+ACI-,+ACI-Kroger+ACI-,
15639,+ACI-R PEACHES+ACI-,+ACI-Kroger+ACI-,
15640,+ACI-C G00D THINS+ACI-,+ACI-Kroger+ACI-,
15641,+ACI-IBC RTBEER+ACI-,+ACI-Kroger+ACI-,
15642,+ACI-ROSEMARY+ACI-,+ACI-Kroger+ACI-,
15643,+ACI-OER AVINGS+ACI-,+ACI-Kroger+ACI-,
15644,+ACI-WT TOMATILLOS+ACI-,+ACI-Kroger+ACI-,
15645,+ACI-SST OUP+ACI-,+ACI-Kroger+ACI-,
15646,+ACI-KRO FZ TOASTT+ACI-,+ACI-Kroger+ACI-,
15647,+ACI-COUPON CANCELLED+ACI-,+ACI-Publix+ACI-,
15648,+ACI-DDING+ACI-,+ACI-Kroger+ACI-,
15649,+ACI-1 22 FOR 600+ACI-,+ACI-Publix+ACI-,
15650,+ACI-MFG CPN SAVNS+ACI-,+ACI-Kroger+ACI-,
15651,+ACI-PFWG CHEDGFISHH+ACI-,+ACI-Publix+ACI-,
15652,+ACI-PL CKN BRST+ACI-,+ACI-Kroger+ACI-,
15653,+ACI-PPTPR DOG F00D+ACI-,+ACI-Kroger+ACI-,
15654,+ACI-TOALCUPOS+ACI-,+ACI-Kroger+ACI-,
15655,+ACI-CHEEZITSCRABBLE+ACI-,+ACI-Publix+ACI-,
15656,+ACI-SWEEPSTAKES RULLES+ACI-,+ACI-Kroger+ACI-,
15657,+ACI-NESTEA TEA+ACI-,+ACI-Kroger+ACI-,
15658,+ACI-DDDRINK MIX+ACI-,+ACI-Kroger+ACI-,
15659,+ACI-PNCHO DIP+ACI-,+ACI-Kroger+ACI-,
15660,+ACI-KRO PREM CHKN BRSTPC+ACI-,+ACI-Kroger+ACI-,
15661,+ACI-HSF0R TKY BRST+ACI-,+ACI-Publix+ACI-,
15662,+ACI-ENT SAINGS+ACI-,+ACI-Publix+ACI-,
15663,+ACI-HSF SMK SG TK RPE+ACI-,+ACI-Kroger+ACI-,
15664,+ACI-PIZZERIA+ACI-,+ACI-Kroger+ACI-,
15665,+ACI-PR+ACI-,+ACI-Kroger+ACI-,
15666,+ACI-KRO HRD BLD EGGS+ACI-,+ACI-Kroger+ACI-,
15667,+ACI-EMRLD+ACI-,+ACI-Kroger+ACI-,
15668,+ACI-11G 2 FOR 600+ACI-,+ACI-Publix+ACI-,
15669,+ACI-BFORST FRT SNACKS+ACI-,+ACI-Kroger+ACI-,
15670,+ACI-VELVEETASKILLETS+ACI-,+ACI-Publix+ACI-,
15671,+ACI-LUZN TEA POD+ACI-,+ACI-Kroger+ACI-,
15672,+ACI-KRO MI NAVY BEANS+ACI-,+ACI-Kroger+ACI-,
15673,+ACI-WT BARTLETT ORG+ACI-,+ACI-Kroger+ACI-,
15674,+ACI-GAL ATTKROGER+ACI-,+ACI-Kroger+ACI-,
15675,+ACI-DIISCOUNT NOT AVAILABLLE IN+ACI-,+ACI-Kroger+ACI-,
15676,+ACI-CURLY S BBQ PORK+ACI-,+ACI-Publix+ACI-,
15677,+ACI-HEBN BEEFFRANKS+ACI-,+ACI-Kroger+ACI-,
15678,+ACI-ECPN 49 BREAD+ACI-,+ACI-Kroger+ACI-,
15679,+ACI-BABY BTL POP+ACI-,+ACI-Kroger+ACI-,
15680,+ACI-KRO VITD WLMILKPC+ACI-,+ACI-Kroger+ACI-,
15681,+ACI-USE BY+ACI-,+ACI-Kroger+ACI-,
15682,+ACI-KIELBASA PPC+ACI-,+ACI-Kroger+ACI-,
15683,+ACI-CHHANGE 0+ACI-,+ACI-Publix+ACI-,
15684,+ACI-BBANQ CHCKN PATTIES+ACI-,+ACI-Kroger+ACI-,
15685,+ACI-PPSCL POPS PPC+ACI-,+ACI-Kroger+ACI-,
15686,+ACI-EMBASA CHIPOTLE+ACI-,+ACI-Publix+ACI-,
15687,+ACI-JUSTIN HZLNTBTTR+ACI-,+ACI-Kroger+ACI-,
15688,+ACI-L CBY JCK GNG+ACI-,+ACI-Kroger+ACI-,
15689,+ACI-LIME JUICE NFC+ACI-,+ACI-Publix+ACI-,
15690,+ACI-K LOIN PPC+ACI-,+ACI-Kroger+ACI-,
15691,+ACI-EMERALD WHLCASHEW+ACI-,+ACI-Publix+ACI-,
15692,+ACI-ABTHE CREDIITOR AND ISSUER+ACI-,+ACI-Kroger+ACI-,
15693,+ACI-WELCHGRAPE JUICE+ACI-,+ACI-Kroger+ACI-,
15694,+ACI-MFG CPN SVVINGS+ACI-,+ACI-Kroger+ACI-,
15695,+ACI-VEG  CHEESEEBITES+ACI-,+ACI-Publix+ACI-,
15696,+ACI-HUNTTTOM SCE NSLT+ACI-,+ACI-Kroger+ACI-,
15697,+ACI-WITH UR L+ACI-,+ACI-Kroger+ACI-,
15698,+ACI-EBT CASH EBT+ACI-,+ACI-Kroger+ACI-,
15699,+ACI-KRO PLS BWL+ACI-,+ACI-Kroger+ACI-,
15700,+ACI-KRGR SVINS+ACI-,+ACI-Publix+ACI-,
15701,+ACI-LIMIIT ONE 50 FUELPT BONUS PER 7+ACI-,+ACI-Kroger+ACI-,
15702,+ACI-LLIIMIITONE 50 FUEL PT BONUS PER 7+ACI-,+ACI-Kroger+ACI-,
15703,+ACI-KELL FRT SNK+ACI-,+ACI-Kroger+ACI-,
15704,+ACI-N WATER PPC+ACI-,+ACI-Kroger+ACI-,
15705,+ACI-KKRO TUNA PCH+ACI-,+ACI-Kroger+ACI-,
15706,+ACI-PORK BONES+ACI-,+ACI-Kroger+ACI-,
15707,+ACI-FFSTCAT F00D+ACI-,+ACI-Kroger+ACI-,
15708,+ACI-3M BUBBLE MAILERS+ACI-,+ACI-Publix+ACI-,
15709,+ACI-RYR SHTS+ACI-,+ACI-Kroger+ACI-,
15710,+ACI-BERTOLLI OLV OIL+ACI-,+ACI-Publix+ACI-,
15711,+ACI-QKER CHW SMORES GR+ACI-,+ACI-Publix+ACI-,
15712,+ACI-TYSON CHKN FRIES+ACI-,+ACI-Kroger+ACI-,
15713,+ACI-KMC SCANED COPON+ACI-,+ACI-Kroger+ACI-,
15714,+ACI-WE VE PUT+ACI-,+ACI-Kroger+ACI-,
15715,+ACI-BEBTCCASH+ACI-,+ACI-Kroger+ACI-,
15716,+ACI-1 2 FOR 265+ACI-,+ACI-Publix+ACI-,
15717,+ACI-G CHEESE PPC+ACI-,+ACI-Kroger+ACI-,
15718,+ACI-HEINZ BBQ SAUCE+ACI-,+ACI-Kroger+ACI-,
15719,+ACI-RRESER S MASHED POT+ACI-,+ACI-Publix+ACI-,
15720,+ACI-LSTEAK SAUCE+ACI-,+ACI-Kroger+ACI-,
15721,+ACI-KRO CHW VAR GRNLBPC+ACI-,+ACI-Kroger+ACI-,
15722,+ACI-DDEBT+ACI-,+ACI-Kroger+ACI-,
15723,+ACI-RMR VNA SSG+ACI-,+ACI-Kroger+ACI-,
15724,+ACI-BBUITONI PESTO+ACI-,+ACI-Kroger+ACI-,
15725,+ACI-PINEAPPLE GOLD PPC+ACI-,+ACI-Kroger+ACI-,
15726,+ACI-SOUTHWESTCCHOP SLD+ACI-,+ACI-Publix+ACI-,
15727,+ACI-WELCHGRAPEEJUICE+ACI-,+ACI-Publix+ACI-,
15728,+ACI-PLAIN BROWNIES+ACI-,+ACI-Publix+ACI-,
15729,+ACI-NTS REMAINING+ACI-,+ACI-Kroger+ACI-,
15730,+ACI-POTATOMICROAVE+ACI-,+ACI-Publix+ACI-,
15731,+ACI-LOFR HNY HAM PPC+ACI-,+ACI-Kroger+ACI-,
15732,+ACI-CHANNGE+ACI-,+ACI-Safeway+ACI-,
15733,+ACI-E FRTOCRACY+ACI-,+ACI-Kroger+ACI-,
15734,+ACI-MCCO BCN BIT+ACI-,+ACI-Kroger+ACI-,
15735,+ACI-APPLES ORGANIC+ACI-,+ACI-Kroger+ACI-,
15736,+ACI-0R 400+ACI-,+ACI-Publix+ACI-,
15737,+ACI-CASHEWS ROASTSALT+ACI-,+ACI-Publix+ACI-,
15738,+ACI-JIF SIMPLY+ACI-,+ACI-Kroger+ACI-,
15739,+ACI-WT JUMBO YLW ONIONS+ACI-,+ACI-Kroger+ACI-,
15740,+ACI-SPRAY BOTTLE+ACI-,+ACI-Kroger+ACI-,
15741,+ACI-MMS MASH POT PPC+ACI-,+ACI-Kroger+ACI-,
15742,+ACI-ANGEL SFBATH WHTE+ACI-,+ACI-Publix+ACI-,
15743,+ACI-YOPLAIT OGURT C+ACI-,+ACI-Kroger+ACI-,
15744,+ACI-KRTMAYO+ACI-,+ACI-Kroger+ACI-,
15745,+ACI-LLIMIIT ONE 50+ACI-,+ACI-Kroger+ACI-,
15746,+ACI-DEBIT 36+ACI-,+ACI-Kroger+ACI-,
15747,+ACI-BBKRY COOKIES PPC+ACI-,+ACI-Publix+ACI-,
15748,+ACI-FSEL STIRFRY+ACI-,+ACI-Kroger+ACI-,
15749,+ACI-BRK CC 100CL STRWB+ACI-,+ACI-Publix+ACI-,
15750,+ACI-AOMOOLUNCHMK+ACI-,+ACI-Kroger+ACI-,
15751,+ACI-PURCHHASE+ACI-,+ACI-Publix+ACI-,
15752,+ACI-ASPARAGLS+ACI-,+ACI-Publix+ACI-,
15753,+ACI-MINI CROISSANTS+ACI-,+ACI-Kroger+ACI-,
15754,+ACI-OGX CONDITIONER+ACI-,+ACI-Kroger+ACI-,
15755,+ACI-ECPN FFDHRSHYAL MND+ACI-,+ACI-Kroger+ACI-,
15756,+ACI-0RE0 RED VELVET+ACI-,+ACI-Publix+ACI-,
15757,+ACI-KRO TACO SHELLLS+ACI-,+ACI-Kroger+ACI-,
15758,+ACI-LLIMIT ONE 50 FUELPTTBONUS PER 7+ACI-,+ACI-Kroger+ACI-,
15759,+ACI-LIMIITONE 50 FUELPT BONUS PER 7+ACI-,+ACI-Kroger+ACI-,
15760,+ACI-ORR PASTAA+ACI-,+ACI-Kroger+ACI-,
15761,+ACI-KRO COCONUTT+ACI-,+ACI-Kroger+ACI-,
15762,+ACI-SANDUSKY+ACI-,+ACI-Kroger+ACI-,
15763,+ACI-SKINNY COW CONES+ACI-,+ACI-Kroger+ACI-,
15764,+ACI-KRO PNTO BN+ACI-,+ACI-Kroger+ACI-,
15765,+ACI-GROCERY COUPON+ACI-,+ACI-Safeway+ACI-,
15766,+ACI-PR000TI0N+ACI-,+ACI-Publix+ACI-,
15767,+ACI-RNSE AID+ACI-,+ACI-Kroger+ACI-,
15768,+ACI-KRO SALTT+ACI-,+ACI-Kroger+ACI-,
15769,+ACI-SHEBA BEEF+ACI-,+ACI-Kroger+ACI-,
15770,+ACI-P0LLY0 RICOTTA SK+ACI-,+ACI-Publix+ACI-,
15771,+ACI-SOUR PATCH KIDS PPC+ACI-,+ACI-Kroger+ACI-,
15772,+ACI-MICH POPN CKN PPC+ACI-,+ACI-Kroger+ACI-,
15773,+ACI-8 2 FOR 600+ACI-,+ACI-Publix+ACI-,
15774,+ACI-STO PRTBELLA WHL+ACI-,+ACI-Kroger+ACI-,
15775,+ACI-VISITD+ACI-,+ACI-Kroger+ACI-,
15776,+ACI-SHOWBOATBEANS+ACI-,+ACI-Kroger+ACI-,
15777,+ACI-WSCH CHEESE+ACI-,+ACI-Kroger+ACI-,
15778,+ACI-BBUSH RIJOLES NEG+ACI-,+ACI-Publix+ACI-,
15779,+ACI-TMIS CAT TREAT+ACI-,+ACI-Kroger+ACI-,
15780,+ACI-SUNSHINECCHEEZITS+ACI-,+ACI-Kroger+ACI-,
15781,+ACI-KKELL FRSTD MINI+ACI-,+ACI-Kroger+ACI-,
15782,+ACI-THIS MONTHS OINTS EXPIRE+ACI-,+ACI-Kroger+ACI-,
15783,+ACI-CORN BICL IS PPC+ACI-,+ACI-Kroger+ACI-,
15784,+ACI-MICH SWT  SR CKN+ACI-,+ACI-Kroger+ACI-,
15785,+ACI-SSC SENIOR+ACI-,+ACI-Kroger+ACI-,
15786,+ACI-TOLAL+ACI-,+ACI-Publix+ACI-,
15787,+ACI-AMISH CTY LHCOLBY+ACI-,+ACI-Publix+ACI-,
15788,+ACI-KALEEBUYCHH+ACI-,+ACI-Kroger+ACI-,
15789,+ACI-MLNO FR BRD+ACI-,+ACI-Kroger+ACI-,
15790,+ACI-TYC POTATOES PPC+ACI-,+ACI-Kroger+ACI-,
15791,+ACI-MELON MIX+ACI-,+ACI-Kroger+ACI-,
15792,+ACI-ST WALNUTS PCS RAW+ACI-,+ACI-Kroger+ACI-,
15793,+ACI-GGREENWISE SOY VAN+ACI-,+ACI-Publix+ACI-,
15794,+ACI-ROERSVINS+ACI-,+ACI-Kroger+ACI-,
15795,+ACI-KKRO LIQ HAND SOAP+ACI-,+ACI-Kroger+ACI-,
